mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_batch_size,param_lr,param_max_epochs,param_module__embedding_dim,param_module__hidden_dim,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score
139.7757707595825,3.460992318996302,0.10825741291046143,0.01107735069541814,16,0.001,50,50,50,"{'batch_size': 16, 'lr': 0.001, 'max_epochs': 50, 'module__embedding_dim': 50, 'module__hidden_dim': 50}",0.581267217630854,0.5757575757575758,0.5399449035812672,0.5730027548209367,0.5895316804407713,0.580110497237569,0.5580110497237569,0.5386740331491713,0.5994475138121547,0.5580110497237569,0.5693758275877815,0.019204635217929814,16
158.78921902179718,1.303631917297857,0.12345826625823975,0.011370960080817455,16,0.001,50,50,100,"{'batch_size': 16, 'lr': 0.001, 'max_epochs': 50, 'module__embedding_dim': 50, 'module__hidden_dim': 100}",0.5647382920110193,0.5674931129476584,0.5895316804407713,0.5785123966942148,0.5674931129476584,0.569060773480663,0.5497237569060773,0.580110497237569,0.5359116022099447,0.5580110497237569,0.5660586274599333,0.014692998084599715,20
172.9517769098282,2.26057243588675,0.11433196067810059,0.016765731279270217,16,0.001,50,100,50,"{'batch_size': 16, 'lr': 0.001, 'max_epochs': 50, 'module__embedding_dim': 100, 'module__hidden_dim': 50}",0.5344352617079889,0.5757575757575758,0.6143250688705234,0.5289256198347108,0.559228650137741,0.5469613259668509,0.5469613259668509,0.5773480662983426,0.5662983425414365,0.5607734806629834,0.5611014717745004,0.02342730600075687,27
194.91156690120698,1.5781991254622019,0.12606592178344728,0.016990064773203705,16,0.001,50,100,100,"{'batch_size': 16, 'lr': 0.001, 'max_epochs': 50, 'module__embedding_dim': 100, 'module__hidden_dim': 100}",0.5922865013774105,0.5454545454545454,0.559228650137741,0.5537190082644629,0.5619834710743802,0.5193370165745856,0.5469613259668509,0.5359116022099447,0.5524861878453039,0.5607734806629834,0.5528141789568208,0.018006665346194706,40
207.34117691516877,1.288739109494531,0.11934099197387696,0.01723029319489441,16,0.001,50,150,50,"{'batch_size': 16, 'lr': 0.001, 'max_epochs': 50, 'module__embedding_dim': 150, 'module__hidden_dim': 50}",0.5619834710743802,0.5619834710743802,0.5454545454545454,0.5674931129476584,0.5730027548209367,0.5359116022099447,0.5441988950276243,0.5662983425414365,0.5662983425414365,0.5524861878453039,0.5575110725537646,0.011612195211362001,33
231.20200691223144,4.773704333745453,0.13304390907287597,0.014796535077649458,16,0.001,50,150,100,"{'batch_size': 16, 'lr': 0.001, 'max_epochs': 50, 'module__embedding_dim': 150, 'module__hidden_dim': 100}",0.5316804407713499,0.5482093663911846,0.5316804407713499,0.5564738292011019,0.6005509641873278,0.5386740331491713,0.5580110497237569,0.5828729281767956,0.5718232044198895,0.5331491712707183,0.5553125428062646,0.022411570077104974,34
276.170352768898,4.163643420474908,0.09746177196502685,0.01491388904248951,16,0.001,100,50,50,"{'batch_size': 16, 'lr': 0.001, 'max_epochs': 100, 'module__embedding_dim': 50, 'module__hidden_dim': 50}",0.581267217630854,0.5399449035812672,0.5482093663911846,0.5013774104683195,0.5509641873278237,0.5386740331491713,0.5773480662983426,0.511049723756906,0.5386740331491713,0.56353591160221,0.545104485335525,0.02431499982632448,45
315.5457758665085,2.649153460623181,0.10981082916259766,0.008977527193958376,16,0.001,100,50,100,"{'batch_size': 16, 'lr': 0.001, 'max_epochs': 100, 'module__embedding_dim': 50, 'module__hidden_dim': 100}",0.559228650137741,0.6060606060606061,0.5482093663911846,0.559228650137741,0.5647382920110193,0.5386740331491713,0.5607734806629834,0.5607734806629834,0.5469613259668509,0.5469613259668509,0.5591609211147132,0.017530564047092523,30
346.18856008052825,3.95670842239678,0.11237154006958008,0.017597217998730534,16,0.001,100,100,50,"{'batch_size': 16, 'lr': 0.001, 'max_epochs': 100, 'module__embedding_dim': 100, 'module__hidden_dim': 50}",0.5730027548209367,0.5757575757575758,0.5619834710743802,0.5509641873278237,0.5730027548209367,0.569060773480663,0.5138121546961326,0.5580110497237569,0.5718232044198895,0.5662983425414365,0.5613716268663531,0.017470085288212166,26
391.91678898334504,2.8865154394548083,0.12926168441772462,0.015478906906273451,16,0.001,100,100,100,"{'batch_size': 16, 'lr': 0.001, 'max_epochs': 100, 'module__embedding_dim': 100, 'module__hidden_dim': 100}",0.5702479338842975,0.5482093663911846,0.5730027548209367,0.5426997245179064,0.6088154269972452,0.5386740331491713,0.5607734806629834,0.56353591160221,0.5718232044198895,0.5580110497237569,0.5635792886169582,0.01891794145420072,24
417.76344604492186,2.8458433789116295,0.12107706069946289,0.021819256343781443,16,0.001,100,150,50,"{'batch_size': 16, 'lr': 0.001, 'max_epochs': 100, 'module__embedding_dim': 150, 'module__hidden_dim': 50}",0.5371900826446281,0.5399449035812672,0.5316804407713499,0.559228650137741,0.5261707988980716,0.5359116022099447,0.5414364640883977,0.5580110497237569,0.6077348066298343,0.4723756906077348,0.5409684489292726,0.03183229520557699,46
465.9282474279404,7.2030328564285995,0.13384363651275635,0.014904057300065516,16,0.001,100,150,100,"{'batch_size': 16, 'lr': 0.001, 'max_epochs': 100, 'module__embedding_dim': 150, 'module__hidden_dim': 100}",0.5647382920110193,0.5316804407713499,0.5867768595041323,0.5454545454545454,0.5647382920110193,0.5524861878453039,0.5580110497237569,0.5220994475138122,0.5165745856353591,0.5441988950276243,0.5486758595497923,0.020311119730065386,42
83.48582417964936,2.904169950051042,0.10461766719818115,0.041259346759175114,32,0.01,50,50,50,"{'batch_size': 32, 'lr': 0.01, 'max_epochs': 50, 'module__embedding_dim': 50, 'module__hidden_dim': 50}",0.6088154269972452,0.581267217630854,0.559228650137741,0.6060606060606061,0.5371900826446281,0.569060773480663,0.5441988950276243,0.5662983425414365,0.5773480662983426,0.5138121546961326,0.5663280215515274,0.028076649984365386,19
97.65212004184723,0.5905271962051493,0.08281004428863525,0.023123286538334845,32,0.01,50,50,100,"{'batch_size': 32, 'lr': 0.01, 'max_epochs': 50, 'module__embedding_dim': 50, 'module__hidden_dim': 100}",0.5206611570247934,0.581267217630854,0.5316804407713499,0.5950413223140496,0.5261707988980716,0.569060773480663,0.5828729281767956,0.5,0.569060773480663,0.494475138121547,0.5470290549898787,0.03474559701480746,44
97.99593131542206,0.9482461474515325,0.07469115257263184,0.017516462793545982,32,0.01,50,100,50,"{'batch_size': 32, 'lr': 0.01, 'max_epochs': 50, 'module__embedding_dim': 100, 'module__hidden_dim': 50}",0.5426997245179064,0.5702479338842975,0.5674931129476584,0.5757575757575758,0.5234159779614325,0.574585635359116,0.5662983425414365,0.574585635359116,0.5165745856353591,0.5303867403314917,0.5542045264295391,0.022224188495594984,36
118.73628294467926,0.7168897323571843,0.09753422737121582,0.02053641235771672,32,0.01,50,100,100,"{'batch_size': 32, 'lr': 0.01, 'max_epochs': 50, 'module__embedding_dim': 100, 'module__hidden_dim': 100}",0.6033057851239669,0.5950413223140496,0.5399449035812672,0.5316804407713499,0.6033057851239669,0.5718232044198895,0.5469613259668509,0.5994475138121547,0.5828729281767956,0.48066298342541436,0.5655046192715706,0.03816190100812327,21
118.33858036994934,1.3521193829548919,0.08112876415252686,0.014157696606165731,32,0.01,50,150,50,"{'batch_size': 32, 'lr': 0.01, 'max_epochs': 50, 'module__embedding_dim': 150, 'module__hidden_dim': 50}",0.5922865013774105,0.5647382920110193,0.5289256198347108,0.5619834710743802,0.5206611570247934,0.5524861878453039,0.5386740331491713,0.5497237569060773,0.5524861878453039,0.5662983425414365,0.5528263549609607,0.019443084829602258,39
139.62401571273804,3.060275402174264,0.11404321193695069,0.02338442726068522,32,0.01,50,150,100,"{'batch_size': 32, 'lr': 0.01, 'max_epochs': 50, 'module__embedding_dim': 150, 'module__hidden_dim': 100}",0.628099173553719,0.6391184573002755,0.5674931129476584,0.5371900826446281,0.5564738292011019,0.580110497237569,0.574585635359116,0.5939226519337016,0.6049723756906077,0.56353591160221,0.5845501727470587,0.030433414654588674,8
159.6360458612442,2.7570215581358926,0.06311569213867188,0.015205280602498789,32,0.01,100,50,50,"{'batch_size': 32, 'lr': 0.01, 'max_epochs': 100, 'module__embedding_dim': 50, 'module__hidden_dim': 50}",0.5509641873278237,0.5316804407713499,0.5895316804407713,0.6033057851239669,0.5619834710743802,0.5469613259668509,0.5883977900552486,0.5966850828729282,0.5607734806629834,0.494475138121547,0.562475838241785,0.03192198855084599,25
195.6849505186081,1.3254535778286862,0.08498950004577636,0.011138620936473087,32,0.01,100,50,100,"{'batch_size': 32, 'lr': 0.01, 'max_epochs': 100, 'module__embedding_dim': 50, 'module__hidden_dim': 100}",0.6033057851239669,0.5537190082644629,0.5344352617079889,0.5371900826446281,0.5399449035812672,0.5883977900552486,0.5359116022099447,0.5911602209944752,0.5303867403314917,0.5193370165745856,0.5533788411488059,0.02817901281611669,38
196.5622174024582,2.0270279891946714,0.08208141326904297,0.028915512910575873,32,0.01,100,100,50,"{'batch_size': 32, 'lr': 0.01, 'max_epochs': 100, 'module__embedding_dim': 100, 'module__hidden_dim': 50}",0.6253443526170799,0.6363636363636364,0.5757575757575758,0.6088154269972452,0.6143250688705234,0.5580110497237569,0.6022099447513812,0.5828729281767956,0.5828729281767956,0.5552486187845304,0.594182153021932,0.026180348372918674,6
238.64089293479918,2.7535705754814526,0.09902725219726563,0.02800796805252119,32,0.01,100,100,100,"{'batch_size': 32, 'lr': 0.01, 'max_epochs': 100, 'module__embedding_dim': 100, 'module__hidden_dim': 100}",0.6060606060606061,0.6363636363636364,0.5674931129476584,0.5757575757575758,0.6170798898071626,0.5193370165745856,0.6408839779005525,0.5966850828729282,0.5662983425414365,0.4861878453038674,0.581214708613001,0.04695136019001352,9
236.7931748151779,0.6724531564740617,0.08778929710388184,0.01971660076278933,32,0.01,100,150,50,"{'batch_size': 32, 'lr': 0.01, 'max_epochs': 100, 'module__embedding_dim': 150, 'module__hidden_dim': 50}",0.6005509641873278,0.5619834710743802,0.5757575757575758,0.5399449035812672,0.6115702479338843,0.5607734806629834,0.5883977900552486,0.5607734806629834,0.5580110497237569,0.5580110497237569,0.5715774013363164,0.02105586394851291,15
277.5709313631058,5.098219509104541,0.10567383766174317,0.023432635392056655,32,0.01,100,150,100,"{'batch_size': 32, 'lr': 0.01, 'max_epochs': 100, 'module__embedding_dim': 150, 'module__hidden_dim': 100}",0.628099173553719,0.6363636363636364,0.6170798898071626,0.5950413223140496,0.6336088154269972,0.5966850828729282,0.6270718232044199,0.6546961325966851,0.5580110497237569,0.5552486187845304,0.6101905544647885,0.031655275184102404,2
81.69965176582336,2.1625951375837045,0.06557059288024902,0.013114511034242398,32,0.001,50,50,50,"{'batch_size': 32, 'lr': 0.001, 'max_epochs': 50, 'module__embedding_dim': 50, 'module__hidden_dim': 50}",0.5426997245179064,0.5371900826446281,0.5674931129476584,0.5482093663911846,0.5702479338842975,0.5718232044198895,0.5414364640883977,0.5497237569060773,0.5524861878453039,0.5524861878453039,0.5533796021490647,0.011766010634546117,37
97.16939282417297,0.9625185928374402,0.08584058284759521,0.01263318816915345,32,0.001,50,50,100,"{'batch_size': 32, 'lr': 0.001, 'max_epochs': 50, 'module__embedding_dim': 50, 'module__hidden_dim': 100}",0.5757575757575758,0.5537190082644629,0.5702479338842975,0.5702479338842975,0.5867768595041323,0.56353591160221,0.5662983425414365,0.5966850828729282,0.56353591160221,0.5359116022099447,0.5682716162123496,0.015878655106663163,17
98.16135938167572,0.92973210244647,0.09026885032653809,0.03617731810074193,32,0.001,50,100,50,"{'batch_size': 32, 'lr': 0.001, 'max_epochs': 50, 'module__embedding_dim': 100, 'module__hidden_dim': 50}",0.5179063360881543,0.5261707988980716,0.559228650137741,0.5041322314049587,0.5757575757575758,0.5331491712707183,0.5552486187845304,0.5883977900552486,0.5331491712707183,0.5773480662983426,0.547048840996606,0.02679733093094879,43
119.06893033981324,0.7209076000294009,0.12784333229064943,0.1083169702136485,32,0.001,50,100,100,"{'batch_size': 32, 'lr': 0.001, 'max_epochs': 50, 'module__embedding_dim': 100, 'module__hidden_dim': 100}",0.5674931129476584,0.5785123966942148,0.5619834710743802,0.5509641873278237,0.5840220385674931,0.5303867403314917,0.574585635359116,0.5469613259668509,0.569060773480663,0.574585635359116,0.5638555317108808,0.015707877109352664,23
118.46173985004425,1.024002702429574,0.08691596984863281,0.02949694253585443,32,0.001,50,150,50,"{'batch_size': 32, 'lr': 0.001, 'max_epochs': 50, 'module__embedding_dim': 150, 'module__hidden_dim': 50}",0.5289256198347108,0.5371900826446281,0.5013774104683195,0.5702479338842975,0.5426997245179064,0.511049723756906,0.511049723756906,0.5276243093922652,0.5441988950276243,0.5580110497237569,0.5332374473007321,0.020636303252001394,48
139.64610543251038,2.104532065420135,0.10424821376800537,0.023728460079543115,32,0.001,50,150,100,"{'batch_size': 32, 'lr': 0.001, 'max_epochs': 50, 'module__embedding_dim': 150, 'module__hidden_dim': 100}",0.5206611570247934,0.5647382920110193,0.5399449035812672,0.5647382920110193,0.5537190082644629,0.5331491712707183,0.5607734806629834,0.5469613259668509,0.5718232044198895,0.5552486187845304,0.5511757453997534,0.01519660004269156,41
159.7187384366989,3.066358188018769,0.06304571628570557,0.012690606496774224,32,0.001,100,50,50,"{'batch_size': 32, 'lr': 0.001, 'max_epochs': 100, 'module__embedding_dim': 50, 'module__hidden_dim': 50}",0.5674931129476584,0.5619834710743802,0.5564738292011019,0.5371900826446281,0.5895316804407713,0.5386740331491713,0.5469613259668509,0.5552486187845304,0.5828729281767956,0.5524861878453039,0.5588915270231192,0.016369629984392564,31
196.0300053358078,1.8500084653361197,0.07398943901062012,0.013271578678422049,32,0.001,100,50,100,"{'batch_size': 32, 'lr': 0.001, 'max_epochs': 100, 'module__embedding_dim': 50, 'module__hidden_dim': 100}",0.5509641873278237,0.581267217630854,0.5702479338842975,0.559228650137741,0.5730027548209367,0.5580110497237569,0.569060773480663,0.5469613259668509,0.5524861878453039,0.5883977900552486,0.5649627870873476,0.012966445445964222,22
196.4465703487396,1.6887209520009008,0.07722599506378174,0.011093567295860054,32,0.001,100,100,50,"{'batch_size': 32, 'lr': 0.001, 'max_epochs': 100, 'module__embedding_dim': 100, 'module__hidden_dim': 50}",0.559228650137741,0.5895316804407713,0.559228650137741,0.5619834710743802,0.5619834710743802,0.5497237569060773,0.5552486187845304,0.5662983425414365,0.5552486187845304,0.5497237569060773,0.5608199016787665,0.010818866614311792,28
237.2527201652527,1.2478249817960607,0.1004795789718628,0.008569862093162822,32,0.001,100,100,100,"{'batch_size': 32, 'lr': 0.001, 'max_epochs': 100, 'module__embedding_dim': 100, 'module__hidden_dim': 100}",0.5316804407713499,0.5509641873278237,0.5950413223140496,0.5674931129476584,0.581267217630854,0.5248618784530387,0.5469613259668509,0.6077348066298343,0.5773480662983426,0.5828729281767956,0.5666225286516597,0.025862777621718583,18
236.7164561510086,1.954172283131443,0.08815333843231202,0.016522863267366315,32,0.001,100,150,50,"{'batch_size': 32, 'lr': 0.001, 'max_epochs': 100, 'module__embedding_dim': 150, 'module__hidden_dim': 50}",0.5344352617079889,0.5482093663911846,0.5702479338842975,0.5261707988980716,0.5344352617079889,0.5276243093922652,0.5,0.56353591160221,0.5552486187845304,0.5193370165745856,0.5379244478943123,0.020393645026954642,47
264.3445637702942,30.960048221077738,0.0918586015701294,0.02754650606278235,32,0.001,100,150,100,"{'batch_size': 32, 'lr': 0.001, 'max_epochs': 100, 'module__embedding_dim': 150, 'module__hidden_dim': 100}",0.5013774104683195,0.559228650137741,0.5454545454545454,0.5509641873278237,0.5757575757575758,0.569060773480663,0.5386740331491713,0.569060773480663,0.5828729281767956,0.5524861878453039,0.5544937065278602,0.02207747261139332,35
